Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH0598,SCH132,Science,Advanced,21,8
TCH0599,SCH224,Science,Basic,16,28
TCH0600,SCH367,English,Advanced,25,13
TCH0601,SCH165,English,Basic,8,29
TCH0602,SCH225,Social Studies,Advanced,6,30
TCH0603,SCH014,Nepali,Advanced,5,9
TCH0604,SCH454,English,Advanced,4,23
TCH0605,SCH457,English,Advanced,10,9
TCH0606,SCH136,English,Advanced,15,10
TCH0607,SCH172,Social Studies,Basic,10,21
TCH0608,SCH167,Math,Advanced,8,9
TCH0609,SCH241,English,Advanced,11,12
TCH0610,SCH053,Nepali,Advanced,12,8
TCH0611,SCH229,Nepali,Basic,11,25
TCH0612,SCH192,Math,Advanced,6,30
TCH0613,SCH343,Nepali,Basic,16,9
TCH0614,SCH435,Science,Basic,11,9
TCH0615,SCH291,Math,Basic,3,9
TCH0616,SCH416,Nepali,Basic,8,19
TCH0617,SCH310,English,Basic,2,34
TCH0618,SCH325,Social Studies,Basic,21,8
TCH0619,SCH404,Math,Basic,4,27
TCH0620,SCH288,Math,Basic,5,25
TCH0621,SCH492,Math,Advanced,7,23
TCH0622,SCH047,Math,Advanced,3,8
TCH0623,SCH449,English,Basic,6,22
TCH0624,SCH168,Social Studies,Basic,1,31
TCH0625,SCH071,Nepali,Advanced,14,9
TCH0626,SCH137,Math,Advanced,15,9
TCH0627,SCH167,Nepali,Basic,26,15
TCH0628,SCH484,Math,Basic,16,29
TCH0629,SCH256,Math,Advanced,6,17
TCH0630,SCH012,Math,Basic,20,9
TCH0631,SCH201,English,Basic,8,26
TCH0632,SCH022,Social Studies,Advanced,10,26
TCH0633,SCH309,Social Studies,Advanced,7,9
TCH0634,SCH310,Science,Basic,6,29
TCH0635,SCH489,Math,Basic,6,23
TCH0636,SCH396,Math,Advanced,12,9
TCH0637,SCH415,Social Studies,Advanced,11,8
TCH0638,SCH334,English,Advanced,5,8
TCH0639,SCH223,English,Basic,13,8
TCH0640,SCH118,Social Studies,Advanced,13,11
TCH0641,SCH176,Math,Basic,1,21
TCH0642,SCH369,Nepali,Basic,1,19
TCH0643,SCH122,Math,Basic,1,25
TCH0644,SCH084,Nepali,Advanced,6,10
TCH0645,SCH400,Math,Basic,12,21
TCH0646,SCH182,Nepali,Basic,16,12
TCH0647,SCH221,Math,Basic,4,17
TCH0648,SCH414,Social Studies,Advanced,4,14
TCH0649,SCH478,Math,Advanced,10,12
TCH0650,SCH453,Math,Advanced,8,17
TCH0651,SCH283,Science,Basic,15,8
TCH0652,SCH194,Nepali,Advanced,23,8
TCH0653,SCH176,Nepali,Basic,16,31
TCH0654,SCH225,Math,Basic,1,27
TCH0655,SCH085,Nepali,Basic,9,12
TCH0656,SCH145,Science,Advanced,14,10
TCH0657,SCH276,Social Studies,Advanced,9,11
TCH0658,SCH244,Social Studies,Advanced,3,11
TCH0659,SCH060,English,Advanced,17,11
TCH0660,SCH144,Math,Advanced,6,8
TCH0661,SCH132,Science,Advanced,8,8
TCH0662,SCH068,Math,Advanced,9,22
TCH0663,SCH095,Nepali,Basic,6,23
TCH0664,SCH409,Social Studies,Advanced,5,8
TCH0665,SCH115,Nepali,Advanced,18,11
TCH0666,SCH299,Social Studies,Advanced,14,12
TCH0667,SCH237,English,Basic,8,9
TCH0668,SCH238,Social Studies,Basic,13,24
TCH0669,SCH317,Science,Basic,6,8
TCH0670,SCH362,Nepali,Advanced,6,12
TCH0671,SCH008,Nepali,Basic,13,10
TCH0672,SCH322,English,Basic,8,22
TCH0673,SCH347,Nepali,Advanced,1,8
TCH0674,SCH309,Science,Basic,19,11
TCH0675,SCH381,Science,Basic,21,10
TCH0676,SCH198,Science,Basic,11,19
TCH0677,SCH379,Science,Advanced,2,12
TCH0678,SCH250,Nepali,Advanced,9,25
TCH0679,SCH248,Nepali,Basic,8,13
TCH0680,SCH284,Math,Advanced,6,12
TCH0681,SCH439,Math,Basic,12,8
TCH0682,SCH307,Math,Basic,15,9
TCH0683,SCH455,Science,Advanced,5,25
TCH0684,SCH224,Nepali,Basic,1,25
TCH0685,SCH391,Science,Advanced,12,13
TCH0686,SCH013,English,Basic,19,23
TCH0687,SCH402,Math,Advanced,17,12
TCH0688,SCH464,Nepali,Basic,12,10
TCH0689,SCH126,Nepali,Basic,6,19
TCH0690,SCH367,English,Basic,18,8
TCH0691,SCH305,English,Basic,6,29
TCH0692,SCH472,Social Studies,Basic,1,23
TCH0693,SCH119,English,Basic,20,8
TCH0694,SCH437,Math,Basic,5,19
TCH0695,SCH160,Social Studies,Basic,12,32
TCH0696,SCH495,Math,Basic,14,26
TCH0697,SCH313,Math,Advanced,10,11
TCH0698,SCH133,Science,Basic,11,19
TCH0699,SCH097,Social Studies,Basic,5,8
TCH0700,SCH265,Social Studies,Advanced,13,9
TCH0701,SCH218,Science,Basic,11,29
TCH0702,SCH214,Science,Basic,9,24
TCH0703,SCH287,Science,Advanced,14,18
TCH0704,SCH282,English,Basic,8,24
TCH0705,SCH175,Math,Basic,7,22
TCH0706,SCH216,Science,Advanced,19,8
TCH0707,SCH301,Nepali,Basic,16,8
TCH0708,SCH413,English,Basic,1,26
TCH0709,SCH170,English,Basic,10,30
TCH0710,SCH493,Science,Basic,8,28
TCH0711,SCH412,English,Basic,12,25
TCH0712,SCH064,Science,Advanced,1,27
TCH0713,SCH050,Math,Basic,12,21
TCH0714,SCH236,English,Basic,9,8
TCH0715,SCH330,Social Studies,Advanced,12,21
TCH0716,SCH130,Science,Basic,15,11
TCH0717,SCH463,Math,Advanced,15,10
TCH0718,SCH040,Science,Advanced,17,9
TCH0719,SCH159,Social Studies,Basic,13,23
TCH0720,SCH103,Social Studies,Advanced,19,10
TCH0721,SCH215,Math,Basic,7,25
TCH0722,SCH310,Science,Advanced,14,23
TCH0723,SCH454,Nepali,Basic,9,21
TCH0724,SCH282,Science,Basic,5,27
TCH0725,SCH248,Science,Advanced,8,11
TCH0726,SCH207,Math,Basic,20,8
TCH0727,SCH300,Social Studies,Advanced,8,11
TCH0728,SCH280,Nepali,Basic,13,8
TCH0729,SCH261,English,Advanced,3,25
TCH0730,SCH388,Math,Advanced,23,11
TCH0731,SCH469,Science,Advanced,20,25
TCH0732,SCH141,Science,Advanced,1,14
TCH0733,SCH236,Science,Basic,6,8
TCH0734,SCH324,English,Advanced,17,12
TCH0735,SCH044,Math,Advanced,14,26
TCH0736,SCH289,Science,Advanced,1,10
TCH0737,SCH380,Science,Basic,14,26
TCH0738,SCH432,Nepali,Basic,11,12
TCH0739,SCH175,English,Advanced,12,23
TCH0740,SCH266,Science,Basic,10,24
TCH0741,SCH256,Science,Basic,9,24
TCH0742,SCH416,Math,Basic,6,22
TCH0743,SCH318,Social Studies,Advanced,14,11
TCH0744,SCH332,Nepali,Advanced,8,8
TCH0745,SCH302,Social Studies,Basic,11,9
TCH0746,SCH025,Social Studies,Basic,18,12
TCH0747,SCH292,Science,Advanced,4,9
TCH0748,SCH256,Math,Basic,9,23
TCH0749,SCH323,Social Studies,Advanced,20,8
TCH0750,SCH269,Nepali,Basic,7,10
TCH0751,SCH214,Math,Advanced,4,23
TCH0752,SCH413,Math,Advanced,1,29
TCH0753,SCH300,Social Studies,Basic,15,8
TCH0754,SCH037,Science,Advanced,12,24
TCH0755,SCH107,Math,Advanced,9,10
TCH0756,SCH387,Nepali,Basic,9,9
TCH0757,SCH247,English,Advanced,5,9
TCH0758,SCH002,Social Studies,Advanced,7,10
TCH0759,SCH280,English,Basic,11,9
TCH0760,SCH112,Science,Basic,3,27
TCH0761,SCH113,Math,Basic,10,29
TCH0762,SCH200,Math,Advanced,9,24
TCH0763,SCH302,English,Basic,15,8
TCH0764,SCH204,Nepali,Advanced,9,8
TCH0765,SCH004,Science,Advanced,19,9
TCH0766,SCH308,Math,Basic,12,8
TCH0767,SCH041,Social Studies,Basic,13,9
TCH0768,SCH385,Math,Basic,20,9
TCH0769,SCH477,Nepali,Advanced,15,8
TCH0770,SCH390,Nepali,Advanced,12,10
TCH0771,SCH348,Math,Advanced,6,10
TCH0772,SCH179,English,Basic,2,16
TCH0773,SCH395,English,Advanced,13,12
TCH0774,SCH309,Math,Advanced,1,11
TCH0775,SCH350,Math,Basic,18,8
TCH0776,SCH090,Math,Advanced,7,20
TCH0777,SCH158,Nepali,Basic,17,25
TCH0778,SCH298,Science,Advanced,1,28
TCH0779,SCH451,English,Advanced,9,10
TCH0780,SCH155,Nepali,Advanced,5,11
TCH0781,SCH308,Science,Basic,15,11
TCH0782,SCH206,Science,Advanced,5,21
TCH0783,SCH232,Math,Basic,12,29
TCH0784,SCH012,English,Advanced,1,10
TCH0785,SCH274,Social Studies,Advanced,13,10
TCH0786,SCH020,Nepali,Advanced,11,15
TCH0787,SCH261,Science,Basic,16,34
TCH0788,SCH142,English,Basic,13,11
TCH0789,SCH080,Nepali,Advanced,4,27
TCH0790,SCH323,Math,Advanced,11,9
TCH0791,SCH256,Nepali,Basic,7,21
TCH0792,SCH247,English,Basic,19,13
TCH0793,SCH095,Nepali,Basic,3,26
TCH0794,SCH473,Nepali,Advanced,16,8
TCH0795,SCH294,Nepali,Advanced,5,22
TCH0796,SCH338,Science,Advanced,19,11
TCH0797,SCH137,Math,Basic,16,9
TCH0798,SCH118,Science,Advanced,14,12
TCH0799,SCH239,English,Advanced,20,8
TCH0800,SCH420,English,Basic,1,20
TCH0801,SCH075,Social Studies,Advanced,5,26
TCH0802,SCH116,English,Basic,10,24
TCH0803,SCH486,Nepali,Basic,9,27
TCH0804,SCH137,Social Studies,Basic,8,9
TCH0805,SCH132,English,Advanced,15,10
TCH0806,SCH266,Nepali,Basic,1,28
TCH0807,SCH111,Science,Basic,12,8
TCH0808,SCH405,Science,Basic,10,9
TCH0809,SCH318,English,Basic,6,10
TCH0810,SCH298,Nepali,Basic,9,29
TCH0811,SCH296,Math,Basic,2,10
TCH0812,SCH187,Math,Basic,5,23
TCH0813,SCH257,Science,Advanced,18,29
TCH0814,SCH085,Nepali,Advanced,18,10
TCH0815,SCH150,Social Studies,Advanced,12,8
TCH0816,SCH023,Social Studies,Basic,16,21
TCH0817,SCH435,English,Advanced,14,9
TCH0818,SCH059,Nepali,Advanced,9,8
TCH0819,SCH299,Social Studies,Basic,13,8
TCH0820,SCH262,Social Studies,Basic,1,22
TCH0821,SCH065,English,Basic,14,8
TCH0822,SCH353,English,Advanced,1,13
TCH0823,SCH009,Science,Advanced,24,11
TCH0824,SCH270,Social Studies,Advanced,9,11
TCH0825,SCH392,Math,Basic,11,27
TCH0826,SCH192,Social Studies,Advanced,11,27
TCH0827,SCH023,Nepali,Basic,6,25
TCH0828,SCH108,Math,Basic,16,10
TCH0829,SCH116,Nepali,Basic,12,21
TCH0830,SCH313,English,Advanced,13,8
TCH0831,SCH358,Nepali,Basic,12,8
TCH0832,SCH371,Math,Basic,10,11
TCH0833,SCH489,English,Basic,10,21
TCH0834,SCH450,Social Studies,Basic,9,11
TCH0835,SCH012,English,Advanced,23,11
TCH0836,SCH210,Social Studies,Basic,4,24
TCH0837,SCH030,Social Studies,Basic,9,26
TCH0838,SCH073,Nepali,Basic,8,21
TCH0839,SCH057,Nepali,Advanced,5,26
TCH0840,SCH155,English,Advanced,9,11
TCH0841,SCH026,Science,Basic,1,30
TCH0842,SCH079,Science,Basic,24,10
TCH0843,SCH412,Social Studies,Basic,4,31
TCH0844,SCH354,English,Advanced,10,8
TCH0845,SCH369,Nepali,Basic,9,29
TCH0846,SCH443,English,Basic,23,8
TCH0847,SCH007,Social Studies,Advanced,8,25
TCH0848,SCH410,Science,Advanced,5,26
TCH0849,SCH173,English,Basic,15,10
TCH0850,SCH100,Math,Basic,3,25
TCH0851,SCH175,Nepali,Basic,2,18
TCH0852,SCH049,English,Advanced,11,10
TCH0853,SCH100,Math,Advanced,8,23
TCH0854,SCH335,Social Studies,Basic,9,31
TCH0855,SCH277,Science,Advanced,13,14
TCH0856,SCH474,Social Studies,Advanced,7,24
TCH0857,SCH323,Math,Basic,13,8
TCH0858,SCH188,Social Studies,Basic,8,20
TCH0859,SCH397,Math,Advanced,16,8
TCH0860,SCH419,Social Studies,Basic,8,10
TCH0861,SCH239,Nepali,Advanced,7,8
TCH0862,SCH318,English,Advanced,11,12
TCH0863,SCH078,Science,Advanced,10,14
TCH0864,SCH220,Science,Basic,19,9
TCH0865,SCH294,Nepali,Basic,9,26
TCH0866,SCH312,Social Studies,Advanced,11,10
TCH0867,SCH135,Science,Advanced,6,12
TCH0868,SCH495,Math,Basic,8,28
TCH0869,SCH050,Science,Basic,5,32
TCH0870,SCH074,Math,Basic,6,21
TCH0871,SCH005,Math,Basic,1,25
TCH0872,SCH458,Nepali,Basic,11,28
TCH0873,SCH348,Nepali,Advanced,12,8
TCH0874,SCH068,Science,Basic,16,23
TCH0875,SCH499,Nepali,Advanced,1,9
TCH0876,SCH041,Social Studies,Advanced,1,8
TCH0877,SCH086,Nepali,Basic,9,8
TCH0878,SCH381,Nepali,Basic,8,9
TCH0879,SCH418,English,Basic,4,11
TCH0880,SCH260,Math,Basic,5,8
TCH0881,SCH351,Nepali,Basic,14,13
TCH0882,SCH490,English,Advanced,5,22
TCH0883,SCH274,Social Studies,Advanced,16,9
TCH0884,SCH009,English,Advanced,12,10
TCH0885,SCH282,Math,Basic,4,25
TCH0886,SCH126,Nepali,Advanced,18,24
TCH0887,SCH191,Social Studies,Basic,18,18
TCH0888,SCH377,English,Basic,10,9
TCH0889,SCH403,Math,Basic,3,9
TCH0890,SCH257,Math,Advanced,4,22
TCH0891,SCH331,Nepali,Basic,12,13
TCH0892,SCH138,English,Advanced,11,28
TCH0893,SCH497,Science,Basic,9,21
TCH0894,SCH030,Math,Basic,7,25
TCH0895,SCH438,English,Advanced,10,9
TCH0896,SCH277,Science,Advanced,15,11
TCH0897,SCH299,Nepali,Basic,20,9
TCH0898,SCH483,English,Advanced,14,24
TCH0899,SCH227,Science,Advanced,12,10
TCH0900,SCH172,Math,Basic,12,32
TCH0901,SCH343,Social Studies,Advanced,4,9
TCH0902,SCH047,Nepali,Basic,15,8
TCH0903,SCH081,Social Studies,Advanced,2,9
TCH0904,SCH469,Social Studies,Basic,3,27
TCH0905,SCH482,Science,Advanced,4,27
TCH0906,SCH271,Nepali,Basic,15,32
TCH0907,SCH319,Science,Advanced,13,8
TCH0908,SCH216,Nepali,Basic,20,10
TCH0909,SCH228,Nepali,Basic,9,27
TCH0910,SCH043,Social Studies,Advanced,5,8
TCH0911,SCH428,Science,Advanced,16,9
TCH0912,SCH205,English,Basic,10,24
TCH0913,SCH190,Social Studies,Basic,13,31
TCH0914,SCH333,Nepali,Basic,8,28
TCH0915,SCH090,English,Basic,7,30
TCH0916,SCH136,Nepali,Advanced,3,11
TCH0917,SCH410,Social Studies,Basic,6,27
TCH0918,SCH347,Math,Advanced,11,10
TCH0919,SCH317,Nepali,Advanced,9,8
TCH0920,SCH115,Math,Advanced,19,8
TCH0921,SCH031,Math,Basic,2,26
TCH0922,SCH101,Science,Advanced,14,11
TCH0923,SCH007,Science,Advanced,10,29
TCH0924,SCH138,Social Studies,Advanced,12,18
TCH0925,SCH100,English,Advanced,8,22
TCH0926,SCH346,Science,Advanced,16,22
TCH0927,SCH151,English,Advanced,12,19
TCH0928,SCH356,English,Basic,7,25
TCH0929,SCH447,Nepali,Advanced,1,23
TCH0930,SCH095,Nepali,Advanced,10,29
TCH0931,SCH296,Social Studies,Advanced,17,10
TCH0932,SCH084,Nepali,Basic,14,8
TCH0933,SCH312,Nepali,Advanced,1,9
TCH0934,SCH217,Social Studies,Basic,1,16
TCH0935,SCH132,Math,Advanced,10,9
TCH0936,SCH292,Social Studies,Advanced,7,10
TCH0937,SCH074,English,Advanced,10,26
TCH0938,SCH500,Science,Advanced,6,23
TCH0939,SCH295,Math,Basic,4,9
TCH0940,SCH128,Nepali,Basic,11,24
TCH0941,SCH391,Science,Advanced,12,10
TCH0942,SCH261,Science,Basic,7,22
TCH0943,SCH101,English,Basic,11,10
TCH0944,SCH235,Nepali,Basic,15,14
TCH0945,SCH143,Science,Basic,12,10
TCH0946,SCH072,Science,Advanced,7,10
TCH0947,SCH036,Math,Advanced,5,8
TCH0948,SCH115,English,Advanced,5,10
TCH0949,SCH018,Nepali,Basic,1,26
TCH0950,SCH487,Math,Advanced,8,19
TCH0951,SCH322,Nepali,Basic,6,23
TCH0952,SCH087,Math,Basic,16,8
TCH0953,SCH368,Nepali,Advanced,14,23
TCH0954,SCH413,Math,Advanced,6,16
TCH0955,SCH494,English,Advanced,1,9
TCH0956,SCH248,Science,Basic,1,8
TCH0957,SCH038,Social Studies,Basic,6,29
TCH0958,SCH133,Science,Basic,6,23
TCH0959,SCH147,Science,Basic,5,26
TCH0960,SCH327,Social Studies,Basic,26,11
TCH0961,SCH222,Nepali,Advanced,4,10
TCH0962,SCH478,Nepali,Basic,7,11
TCH0963,SCH116,Science,Basic,7,26
TCH0964,SCH050,Nepali,Basic,12,32
TCH0965,SCH419,Social Studies,Advanced,7,8
TCH0966,SCH493,Math,Basic,1,23
TCH0967,SCH306,English,Advanced,15,9
TCH0968,SCH246,Nepali,Advanced,7,19
TCH0969,SCH101,Science,Advanced,13,10
TCH0970,SCH459,Social Studies,Advanced,1,13
TCH0971,SCH172,Social Studies,Basic,12,25
TCH0972,SCH232,Social Studies,Advanced,18,22
TCH0973,SCH295,Science,Basic,13,8
TCH0974,SCH437,Social Studies,Basic,16,27
TCH0975,SCH300,Nepali,Advanced,7,8
TCH0976,SCH247,English,Advanced,17,13
TCH0977,SCH152,Science,Basic,5,28
TCH0978,SCH057,English,Advanced,3,27
TCH0979,SCH019,Math,Basic,8,18
TCH0980,SCH301,Science,Advanced,8,11
TCH0981,SCH324,Nepali,Basic,14,8
TCH0982,SCH471,Science,Advanced,2,18
TCH0983,SCH026,English,Basic,3,25
TCH0984,SCH396,Math,Advanced,16,8
TCH0985,SCH187,Science,Basic,8,20
TCH0986,SCH485,Social Studies,Basic,12,13
TCH0987,SCH204,Social Studies,Basic,4,10
TCH0988,SCH378,Nepali,Advanced,1,27
TCH0989,SCH346,Nepali,Advanced,5,29
TCH0990,SCH006,Social Studies,Advanced,7,27
TCH0991,SCH489,English,Basic,17,27
TCH0992,SCH157,English,Advanced,11,29
TCH0993,SCH372,Math,Basic,14,8
TCH0994,SCH406,Math,Advanced,1,8
TCH0995,SCH444,Science,Basic,11,23
TCH0996,SCH200,Math,Advanced,7,24
TCH0997,SCH345,English,Advanced,8,11
TCH0998,SCH274,Science,Advanced,15,9
TCH0999,SCH032,Social Studies,Basic,11,25
TCH1000,SCH421,Science,Basic,12,9
TCH1001,SCH030,English,Advanced,5,23
TCH1002,SCH061,Math,Basic,7,27
TCH1003,SCH452,English,Basic,5,25
TCH1004,SCH071,Nepali,Advanced,18,12
TCH1005,SCH228,English,Basic,2,34
TCH1006,SCH138,English,Advanced,11,23
TCH1007,SCH061,Social Studies,Basic,1,28
TCH1008,SCH049,Science,Advanced,14,8
TCH1009,SCH057,Nepali,Advanced,8,19
TCH1010,SCH292,Math,Basic,3,9
TCH1011,SCH112,Nepali,Basic,6,30
TCH1012,SCH457,Nepali,Basic,12,9
TCH1013,SCH398,Math,Basic,4,26
TCH1014,SCH498,Math,Basic,1,25
TCH1015,SCH211,English,Basic,22,12
TCH1016,SCH033,Nepali,Basic,18,22
TCH1017,SCH165,Social Studies,Advanced,10,24
TCH1018,SCH460,Social Studies,Advanced,19,9
TCH1019,SCH250,English,Basic,13,21
TCH1020,SCH066,Social Studies,Basic,7,23
TCH1021,SCH123,English,Basic,14,21
TCH1022,SCH125,Social Studies,Basic,5,24
TCH1023,SCH297,Math,Basic,1,9
TCH1024,SCH147,Science,Advanced,8,31
TCH1025,SCH425,Nepali,Advanced,10,9
TCH1026,SCH425,Science,Advanced,8,9
TCH1027,SCH069,English,Advanced,10,9
TCH1028,SCH123,Social Studies,Basic,9,27
TCH1029,SCH205,Science,Basic,6,25
TCH1030,SCH225,Social Studies,Basic,5,22
TCH1031,SCH082,Science,Basic,14,25
TCH1032,SCH260,English,Basic,8,10
TCH1033,SCH150,Social Studies,Basic,18,8
TCH1034,SCH207,English,Advanced,14,11
TCH1035,SCH476,Science,Advanced,13,9
TCH1036,SCH356,Nepali,Basic,17,23
TCH1037,SCH152,English,Basic,7,23
TCH1038,SCH388,Math,Basic,14,8
TCH1039,SCH176,Social Studies,Basic,13,19
TCH1040,SCH480,Nepali,Basic,14,8
TCH1041,SCH031,English,Basic,16,26
TCH1042,SCH049,Nepali,Advanced,1,9
TCH1043,SCH445,Social Studies,Basic,14,9
TCH1044,SCH370,Math,Advanced,5,8
TCH1045,SCH279,Nepali,Basic,17,35
TCH1046,SCH277,Nepali,Advanced,5,10
TCH1047,SCH190,Math,Basic,5,29
TCH1048,SCH370,English,Advanced,10,9
TCH1049,SCH261,Nepali,Basic,1,21
TCH1050,SCH015,Science,Advanced,17,11
TCH1051,SCH403,English,Basic,11,12
TCH1052,SCH403,Science,Advanced,4,8
TCH1053,SCH493,Science,Basic,7,28
TCH1054,SCH369,Math,Basic,16,15
TCH1055,SCH479,Math,Advanced,8,12
TCH1056,SCH134,Math,Basic,1,16
TCH1057,SCH075,English,Advanced,6,29
TCH1058,SCH487,English,Advanced,9,29
TCH1059,SCH262,Math,Basic,16,29
TCH1060,SCH213,Nepali,Basic,20,8
TCH1061,SCH418,Science,Advanced,8,8
TCH1062,SCH095,English,Basic,6,28
TCH1063,SCH414,Social Studies,Basic,16,9
TCH1064,SCH174,Nepali,Basic,19,8
TCH1065,SCH286,Math,Advanced,19,28
TCH1066,SCH338,Science,Basic,21,9
TCH1067,SCH336,Math,Basic,4,30
TCH1068,SCH306,Nepali,Advanced,12,8
TCH1069,SCH240,Science,Advanced,8,23
TCH1070,SCH018,Nepali,Basic,9,30
TCH1071,SCH293,Science,Basic,12,8
TCH1072,SCH118,Social Studies,Basic,7,9
TCH1073,SCH436,Math,Basic,7,17
TCH1074,SCH252,Social Studies,Advanced,9,9
TCH1075,SCH272,Nepali,Basic,7,9
TCH1076,SCH112,Science,Basic,14,22
TCH1077,SCH386,English,Advanced,1,33
TCH1078,SCH405,Science,Advanced,8,9
TCH1079,SCH156,English,Advanced,12,8
TCH1080,SCH333,English,Basic,9,23
TCH1081,SCH185,Nepali,Advanced,9,27
TCH1082,SCH319,Nepali,Advanced,19,13
TCH1083,SCH409,English,Advanced,10,8
TCH1084,SCH316,English,Basic,4,11
TCH1085,SCH249,Social Studies,Advanced,12,9
TCH1086,SCH148,Math,Basic,1,22
TCH1087,SCH186,Science,Basic,15,11
TCH1088,SCH356,Math,Advanced,9,25
TCH1089,SCH142,English,Advanced,19,11
TCH1090,SCH109,English,Advanced,17,8
TCH1091,SCH232,Social Studies,Basic,19,31
TCH1092,SCH191,Math,Basic,10,22
TCH1093,SCH332,Science,Advanced,6,10
TCH1094,SCH299,Nepali,Advanced,13,9
TCH1095,SCH149,Social Studies,Basic,5,10
TCH1096,SCH071,Social Studies,Advanced,11,8
TCH1097,SCH187,English,Advanced,8,28
TCH1098,SCH167,Science,Advanced,14,9
TCH1099,SCH499,Social Studies,Advanced,22,8
TCH1100,SCH487,English,Basic,9,22
TCH1101,SCH449,Math,Advanced,8,23
TCH1102,SCH115,Social Studies,Advanced,19,10
TCH1103,SCH459,English,Advanced,13,9
TCH1104,SCH200,Social Studies,Basic,7,27
TCH1105,SCH328,Science,Advanced,16,10
TCH1106,SCH493,Math,Basic,11,30
TCH1107,SCH064,Science,Basic,10,17
TCH1108,SCH284,Science,Advanced,13,13
TCH1109,SCH285,Nepali,Advanced,12,25
TCH1110,SCH475,Math,Basic,16,9
TCH1111,SCH482,English,Basic,10,27
TCH1112,SCH166,Social Studies,Advanced,20,8
TCH1113,SCH316,Math,Advanced,5,9
TCH1114,SCH118,Science,Advanced,16,12
TCH1115,SCH161,Social Studies,Basic,8,17
TCH1116,SCH212,English,Advanced,19,10
TCH1117,SCH158,Math,Basic,10,15
TCH1118,SCH473,Math,Basic,20,9
TCH1119,SCH392,English,Basic,14,28
TCH1120,SCH222,Social Studies,Basic,8,10
TCH1121,SCH254,Science,Advanced,18,8
TCH1122,SCH210,English,Basic,12,19
TCH1123,SCH388,Social Studies,Advanced,6,8
TCH1124,SCH387,Social Studies,Advanced,25,10
TCH1125,SCH013,Social Studies,Basic,1,22
TCH1126,SCH483,Social Studies,Advanced,4,25
TCH1127,SCH311,Math,Basic,4,19
TCH1128,SCH424,English,Advanced,14,24
TCH1129,SCH210,Nepali,Basic,7,31
TCH1130,SCH117,Science,Basic,17,24
TCH1131,SCH206,Nepali,Basic,2,25
TCH1132,SCH353,Nepali,Basic,25,8
TCH1133,SCH443,Math,Basic,5,10
TCH1134,SCH348,Science,Basic,11,10
TCH1135,SCH229,Nepali,Basic,9,24
TCH1136,SCH066,Math,Basic,5,23
TCH1137,SCH171,English,Advanced,5,9
TCH1138,SCH133,Social Studies,Advanced,7,23
TCH1139,SCH021,Social Studies,Advanced,10,24
TCH1140,SCH058,Social Studies,Basic,12,9
TCH1141,SCH017,Math,Basic,8,20
TCH1142,SCH384,Social Studies,Basic,6,12
TCH1143,SCH483,Math,Basic,9,20
TCH1144,SCH204,Science,Basic,1,11
TCH1145,SCH466,Math,Advanced,15,9
TCH1146,SCH458,Nepali,Advanced,8,25
TCH1147,SCH102,Social Studies,Basic,3,25
TCH1148,SCH142,Social Studies,Advanced,11,8
TCH1149,SCH407,Nepali,Advanced,13,10
TCH1150,SCH485,Social Studies,Advanced,5,11
TCH1151,SCH408,English,Basic,8,8
TCH1152,SCH123,Math,Basic,11,27
TCH1153,SCH162,Math,Basic,3,26
TCH1154,SCH298,Science,Basic,10,23
TCH1155,SCH127,Science,Advanced,15,8
TCH1156,SCH033,Math,Basic,4,28
TCH1157,SCH432,Social Studies,Basic,9,8
TCH1158,SCH101,Science,Basic,1,12
TCH1159,SCH332,Math,Advanced,7,8
TCH1160,SCH002,Social Studies,Advanced,14,13
TCH1161,SCH217,Science,Basic,8,17
TCH1162,SCH364,Science,Advanced,4,28
TCH1163,SCH218,Math,Advanced,9,19
TCH1164,SCH152,Social Studies,Basic,20,22
TCH1165,SCH147,Social Studies,Basic,6,23
TCH1166,SCH143,Nepali,Advanced,17,9
TCH1167,SCH252,Nepali,Advanced,1,8
TCH1168,SCH445,English,Basic,8,10
TCH1169,SCH489,English,Advanced,5,27
TCH1170,SCH011,English,Basic,15,19
TCH1171,SCH448,Science,Advanced,13,8
TCH1172,SCH416,English,Basic,4,22
TCH1173,SCH096,English,Basic,11,25
TCH1174,SCH035,Science,Advanced,8,13
TCH1175,SCH388,Social Studies,Advanced,9,10
TCH1176,SCH260,Social Studies,Advanced,11,8
TCH1177,SCH147,Nepali,Basic,6,22
TCH1178,SCH497,Social Studies,Basic,5,33
TCH1179,SCH068,Social Studies,Basic,4,25
TCH1180,SCH057,English,Basic,12,21
TCH1181,SCH249,Social Studies,Advanced,5,10
TCH1182,SCH272,Social Studies,Advanced,12,11
TCH1183,SCH225,Math,Advanced,1,31
TCH1184,SCH386,Nepali,Basic,8,29
TCH1185,SCH350,Math,Advanced,26,9
TCH1186,SCH002,English,Advanced,6,9
TCH1187,SCH221,Nepali,Basic,7,25
TCH1188,SCH218,Nepali,Advanced,14,25
TCH1189,SCH490,Nepali,Basic,14,29
TCH1190,SCH108,Social Studies,Advanced,12,8
TCH1191,SCH078,Math,Advanced,17,11
TCH1192,SCH344,Social Studies,Basic,6,20
TCH1193,SCH370,Science,Advanced,11,10
TCH1194,SCH279,Math,Basic,1,20
TCH1195,SCH038,Math,Advanced,23,20
TCH1196,SCH372,Math,Basic,7,13
